,id,code,category,parent,value
1300,Jewelers and Precious Stone and Metal Workers,51-9071,detailed,Jewelers and Precious Stone and Metal Workers,50
1301,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,51-9080,broad,Other Production Occupations,50
1302,Dental Laboratory Technicians,51-9081,detailed,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,50
1303,Medical Appliance Technicians,51-9082,detailed,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,50
1304,Ophthalmic Laboratory Technicians,51-9083,detailed,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,50
1305,Packaging and Filling Machine Operators and Tenders,51-9110,broad,Other Production Occupations,50
1306,Packaging and Filling Machine Operators and Tenders,51-9111,detailed,Packaging and Filling Machine Operators and Tenders,50
1307,Painting Workers,51-9120,broad,Other Production Occupations,50
1308,"Painting, Coating, and Decorating Workers",51-9123,detailed,Painting Workers,50
1309,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124,detailed,Painting Workers,50
1310,Semiconductor Processing Technicians,51-9140,broad,Other Production Occupations,50
1311,Semiconductor Processing Technicians,51-9141,detailed,Semiconductor Processing Technicians,50
1312,Photographic Process Workers and Processing Machine Operators,51-9150,broad,Other Production Occupations,50
1313,Photographic Process Workers and Processing Machine Operators,51-9151,detailed,Photographic Process Workers and Processing Machine Operators,50
1314,Computer Numerically Controlled Tool Operators and Programmers,51-9160,broad,Other Production Occupations,50
1315,Computer Numerically Controlled Tool Operators,51-9161,detailed,Computer Numerically Controlled Tool Operators and Programmers,50
1316,Computer Numerically Controlled Tool Programmers,51-9162,detailed,Computer Numerically Controlled Tool Operators and Programmers,50
1317,Miscellaneous Production Workers,51-9190,broad,Other Production Occupations,50
1318,Adhesive Bonding Machine Operators and Tenders,51-9191,detailed,Miscellaneous Production Workers,50
1319,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,detailed,Miscellaneous Production Workers,50
1320,Cooling and Freezing Equipment Operators and Tenders,51-9193,detailed,Miscellaneous Production Workers,50
1321,Etchers and Engravers,51-9194,detailed,Miscellaneous Production Workers,50
1322,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195,detailed,Miscellaneous Production Workers,50
1323,"Paper Goods Machine Setters, Operators, and Tenders",51-9196,detailed,Miscellaneous Production Workers,50
1324,Tire Builders,51-9197,detailed,Miscellaneous Production Workers,50
1325,Helpers--Production Workers,51-9198,detailed,Miscellaneous Production Workers,50
1326,"Production Workers, All Other",51-9199,detailed,Miscellaneous Production Workers,50
1327,Transportation and Material Moving Occupations,53-0000,major,All Occupations,50
1328,Supervisors of Transportation and Material Moving Workers,53-1000,minor,Transportation and Material Moving Occupations,50
1329,First-Line Supervisors of Transportation and Material Moving Workers,53-1040,broad,Supervisors of Transportation and Material Moving Workers,50
1330,Aircraft Cargo Handling Supervisors,53-1041,detailed,First-Line Supervisors of Transportation and Material Moving Workers,50
1331,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1042,detailed,First-Line Supervisors of Transportation and Material Moving Workers,50
1332,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043,detailed,First-Line Supervisors of Transportation and Material Moving Workers,50
1333,First-Line Supervisors of Passenger Attendants,53-1044,detailed,First-Line Supervisors of Transportation and Material Moving Workers,50
1334,"First-Line Supervisors of Transportation Workers, All Other",53-1049,detailed,First-Line Supervisors of Transportation and Material Moving Workers,50
1335,Air Transportation Workers,53-2000,minor,Transportation and Material Moving Occupations,50
1336,Aircraft Pilots and Flight Engineers,53-2010,broad,Air Transportation Workers,50
1337,"Airline Pilots, Copilots, and Flight Engineers",53-2011,detailed,Aircraft Pilots and Flight Engineers,50
1338,Commercial Pilots,53-2012,detailed,Aircraft Pilots and Flight Engineers,50
1339,Air Traffic Controllers and Airfield Operations Specialists,53-2020,broad,Air Transportation Workers,50
1340,Air Traffic Controllers,53-2021,detailed,Air Traffic Controllers and Airfield Operations Specialists,50
1341,Airfield Operations Specialists,53-2022,detailed,Air Traffic Controllers and Airfield Operations Specialists,50
1342,Flight Attendants,53-2030,broad,Air Transportation Workers,50
1343,Flight Attendants,53-2031,detailed,Flight Attendants,50
1344,Motor Vehicle Operators,53-3000,minor,Transportation and Material Moving Occupations,50
1345,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-3010,broad,Motor Vehicle Operators,50
1346,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-3011,detailed,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",50
1347,Driver/Sales Workers and Truck Drivers,53-3030,broad,Motor Vehicle Operators,50
1348,Driver/Sales Workers,53-3031,detailed,Driver/Sales Workers and Truck Drivers,50
1349,Heavy and Tractor-Trailer Truck Drivers,53-3032,detailed,Driver/Sales Workers and Truck Drivers,50
1350,Light Truck Drivers,53-3033,detailed,Driver/Sales Workers and Truck Drivers,50
1351,Passenger Vehicle Drivers,53-3050,broad,Motor Vehicle Operators,50
1352,"Bus Drivers, School",53-3051,detailed,Passenger Vehicle Drivers,50
1353,"Bus Drivers, Transit and Intercity",53-3052,detailed,Passenger Vehicle Drivers,50
1354,Shuttle Drivers and Chauffeurs,53-3053,detailed,Passenger Vehicle Drivers,50
1355,Taxi Drivers,53-3054,detailed,Passenger Vehicle Drivers,50
1356,Miscellaneous Motor Vehicle Operators,53-3090,broad,Motor Vehicle Operators,50
1357,"Motor Vehicle Operators, All Other",53-3099,detailed,Miscellaneous Motor Vehicle Operators,50
1358,Rail Transportation Workers,53-4000,minor,Transportation and Material Moving Occupations,50
1359,Locomotive Engineers and Operators,53-4010,broad,Rail Transportation Workers,50
1360,Locomotive Engineers,53-4011,detailed,Locomotive Engineers and Operators,50
1361,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-4013,detailed,Locomotive Engineers and Operators,50
1362,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-4020,broad,Rail Transportation Workers,50
1363,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-4022,detailed,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",50
1364,Railroad Conductors and Yardmasters,53-4030,broad,Rail Transportation Workers,50
1365,Railroad Conductors and Yardmasters,53-4031,detailed,Railroad Conductors and Yardmasters,50
1366,Subway and Streetcar Operators,53-4040,broad,Rail Transportation Workers,50
1367,Subway and Streetcar Operators,53-4041,detailed,Subway and Streetcar Operators,50
1368,Miscellaneous Rail Transportation Workers,53-4090,broad,Rail Transportation Workers,50
1369,"Rail Transportation Workers, All Other",53-4099,detailed,Miscellaneous Rail Transportation Workers,50
1370,Water Transportation Workers,53-5000,minor,Transportation and Material Moving Occupations,50
1371,Sailors and Marine Oilers,53-5010,broad,Water Transportation Workers,50
1372,Sailors and Marine Oilers,53-5011,detailed,Sailors and Marine Oilers,50
1373,Ship and Boat Captains and Operators,53-5020,broad,Water Transportation Workers,50
1374,"Captains, Mates, and Pilots of Water Vessels",53-5021,detailed,Ship and Boat Captains and Operators,50
1375,Motorboat Operators,53-5022,detailed,Ship and Boat Captains and Operators,50
1376,Ship Engineers,53-5030,broad,Water Transportation Workers,50
1377,Ship Engineers,53-5031,detailed,Ship Engineers,50
1378,Other Transportation Workers,53-6000,minor,Transportation and Material Moving Occupations,50
1379,Bridge and Lock Tenders,53-6010,broad,Other Transportation Workers,50
1380,Bridge and Lock Tenders,53-6011,detailed,Bridge and Lock Tenders,50
1381,Parking Attendants,53-6020,broad,Other Transportation Workers,50
1382,Parking Attendants,53-6021,detailed,Parking Attendants,50
1383,Transportation Service Attendants,53-6030,broad,Other Transportation Workers,50
1384,Automotive and Watercraft Service Attendants,53-6031,detailed,Transportation Service Attendants,50
1385,Aircraft Service Attendants,53-6032,detailed,Transportation Service Attendants,50
1386,Traffic Technicians,53-6040,broad,Other Transportation Workers,50
1387,Traffic Technicians,53-6041,detailed,Traffic Technicians,50
1388,Transportation Inspectors,53-6050,broad,Other Transportation Workers,50
1389,Transportation Inspectors,53-6051,detailed,Transportation Inspectors,50
1390,Passenger Attendants,53-6060,broad,Other Transportation Workers,50
1391,Passenger Attendants,53-6061,detailed,Passenger Attendants,50
1392,Miscellaneous Transportation Workers,53-6090,broad,Other Transportation Workers,50
1393,"Transportation Workers, All Other",53-6099,detailed,Miscellaneous Transportation Workers,50
1394,Material Moving Workers,53-7000,minor,Transportation and Material Moving Occupations,50
1395,Conveyor Operators and Tenders,53-7010,broad,Material Moving Workers,50
1396,Conveyor Operators and Tenders,53-7011,detailed,Conveyor Operators and Tenders,50
1397,Crane and Tower Operators,53-7020,broad,Material Moving Workers,50
1398,Crane and Tower Operators,53-7021,detailed,Crane and Tower Operators,50
1399,Dredge Operators,53-7030,broad,Material Moving Workers,50
1400,Dredge Operators,53-7031,detailed,Dredge Operators,50
1401,Hoist and Winch Operators,53-7040,broad,Material Moving Workers,50
1402,Hoist and Winch Operators,53-7041,detailed,Hoist and Winch Operators,50
1403,Industrial Truck and Tractor Operators,53-7050,broad,Material Moving Workers,50
1404,Industrial Truck and Tractor Operators,53-7051,detailed,Industrial Truck and Tractor Operators,50
1405,Laborers and Material Movers,53-7060,broad,Material Moving Workers,50
1406,Cleaners of Vehicles and Equipment,53-7061,detailed,Laborers and Material Movers,50
1407,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,detailed,Laborers and Material Movers,50
1408,Machine Feeders and Offbearers,53-7063,detailed,Laborers and Material Movers,50
1409,"Packers and Packagers, Hand",53-7064,detailed,Laborers and Material Movers,50
1410,Stockers and Order Fillers,53-7065,detailed,Laborers and Material Movers,50
1411,Pumping Station Operators,53-7070,broad,Material Moving Workers,50
1412,Gas Compressor and Gas Pumping Station Operators,53-7071,detailed,Pumping Station Operators,50
1413,"Pump Operators, Except Wellhead Pumpers",53-7072,detailed,Pumping Station Operators,50
1414,Wellhead Pumpers,53-7073,detailed,Pumping Station Operators,50
1415,Refuse and Recyclable Material Collectors,53-7080,broad,Material Moving Workers,50
1416,Refuse and Recyclable Material Collectors,53-7081,detailed,Refuse and Recyclable Material Collectors,50
1417,"Tank Car, Truck, and Ship Loaders",53-7120,broad,Material Moving Workers,50
1418,"Tank Car, Truck, and Ship Loaders",53-7121,detailed,"Tank Car, Truck, and Ship Loaders",50
1419,Miscellaneous Material Moving Workers,53-7190,broad,Material Moving Workers,50
1420,"Material Moving Workers, All Other",53-7199,detailed,Miscellaneous Material Moving Workers,50
1421,Military Specific Occupations,55-0000,major,All Occupations,50
1422,Military Officer Special and Tactical Operations Leaders,55-1000,minor,Military Specific Occupations,50
1423,Military Officer Special and Tactical Operations Leaders,55-1010,broad,Military Officer Special and Tactical Operations Leaders,50
1424,Air Crew Officers,55-1011,detailed,Military Officer Special and Tactical Operations Leaders,50
1425,Aircraft Launch and Recovery Officers,55-1012,detailed,Military Officer Special and Tactical Operations Leaders,50
1426,Armored Assault Vehicle Officers,55-1013,detailed,Military Officer Special and Tactical Operations Leaders,50
1427,Artillery and Missile Officers,55-1014,detailed,Military Officer Special and Tactical Operations Leaders,50
1428,Command and Control Center Officers,55-1015,detailed,Military Officer Special and Tactical Operations Leaders,50
1429,Infantry Officers,55-1016,detailed,Military Officer Special and Tactical Operations Leaders,50
1430,Special Forces Officers,55-1017,detailed,Military Officer Special and Tactical Operations Leaders,50
1431,"Military Officer Special and Tactical Operations Leaders, All Other",55-1019,detailed,Military Officer Special and Tactical Operations Leaders,50
1432,First-Line Enlisted Military Supervisors,55-2000,minor,Military Specific Occupations,50
1433,First-Line Enlisted Military Supervisors,55-2010,broad,First-Line Enlisted Military Supervisors,50
1434,First-Line Supervisors of Air Crew Members,55-2011,detailed,First-Line Enlisted Military Supervisors,50
1435,First-Line Supervisors of Weapons Specialists/Crew Members,55-2012,detailed,First-Line Enlisted Military Supervisors,50
1436,First-Line Supervisors of All Other Tactical Operations Specialists,55-2013,detailed,First-Line Enlisted Military Supervisors,50
1437,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-3000,minor,Military Specific Occupations,50
1438,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-3010,broad,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1439,Air Crew Members,55-3011,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1440,Aircraft Launch and Recovery Specialists,55-3012,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1441,Armored Assault Vehicle Crew Members,55-3013,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1442,Artillery and Missile Crew Members,55-3014,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1443,Command and Control Center Specialists,55-3015,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1444,Infantry,55-3016,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1445,Special Forces,55-3018,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1446,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",55-3019,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
